JounalTitle	JounalAbbreviation
"1997 TAPPI ADVANCED COATING FUNDAMENTALS SYMPOSIUM, PROCEEDINGS"	P TECH AS P
1998 HOT MELT SYMPOSIUM	P TECH AS P
7TH INTERNATIONAL SYMPOSIUM ON CORROSION IN THE PULP & PAPER INDUSTRY : PROCEEDINGS	P TECH AS P
"13TH TRON PROJECT INTERNATIONAL SYMPOSIUM / TEPS '96, PROCEEDINGS"	P TRON PROJ SYMP
2013 PAN AMERICAN HEALTH CARE EXCHANGES PAHCE	PANAM HEALT CARE
2014 PAN AMERICAN HEALTH CARE EXCHANGES PAHCE	PANAM HEALT CARE
2015 PAN AMERICAN HEALTH CARE EXCHANGES PAHCE	PANAM HEALT CARE
28TH ANNUAL CONFERENCE OF THE WESTERN REGION HOME MANAGEMENT FAMILY ECONOMICS EDUCATORS	PAP WRHMFEE
30TH ANNUAL CONFERENCE OF THE WESTERN REGION HOME MANAGEMENT FAMILY ECONOMICS EDUCATORS	PAP WRHMFEE
"32ND ANNUAL CONFERENCE OF THE WESTERN REGION HOME MANAGEMENT FAMILY ECONOMICS EDUCATORS,"	PAP WRHMFEE
"30 YEARS OF EPIDEMIOLOGY FOR THE BENEFIT OF OCCUPATIONAL HEALTH, PROCEEDINGS"	PEOPLE WORK RES REP
1989 ACM SIGMETRICS AND PERFORMANCE 89 : INTERNATIONAL CONFERENCE ON MEASUREMENT AND MODELING OF COMPUTER SYSTEMS	PERF E R SI
1990 ACM SIGMETRICS CONFERENCE ON MEASUREMENT AND MODELING OF COMPUTER SYSTEMS	PERF E R SI
"4TH NEURAL COMPUTATION AND PSYCHOLOGY WORKSHOP, LONDON, 9-11 APRIL 1997"	PERSP NEURAL COMP
2012 PETROLEUM AND CHEMICAL INDUSTRY CONFERENCE EUROPE CONFERENCE PROCEEDINGS PCIC EUROPE	PETROL CHEM INDUST
2014 11TH PETROLEUM AND CHEMICAL INDUSTRY CONFERENCE EUROPE: ELECTRICAL AND INSTRUMENTATION APPLICATIONS	PETROL CHEM INDUST
2013 PHYSICS EDUCATION RESEARCH CONFERENCE	PHYS EDUC RES CONF
2014 PHYSICS EDUCATION RESEARCH CONFERENCE	PHYS EDUC RES CONF
2015 PHYSICS EDUCATION RESEARCH CONFERENCE	PHYS EDUC RES CONF
"5TH INTERNATIONAL CONFERENCE ON NITRIDE SEMICONDUCTORS ICNS-5, PROCEEDINGS"	PHYS STATUS SOLIDI C
10TH INTERNATIONAL CONFERENCE ON SOLID STATE CHEMISTRY	PHYSCS PROC
12TH INTERNATIONAL CONFERENCE ON MAGNETIC FLUIDS ICMF12	PHYSCS PROC
"12TH INTERNATIONAL CONFERENCE ON MUON SPIN ROTATION, RELAXATION AND RESONANCE MUSR2011"	PHYSCS PROC
"13TH INTERNATIONAL CONFERENCE ON TOPICS IN ASTROPARTICLE AND UNDERGROUND PHYSICS, TAUP 2013"	PHYSCS PROC
15TH BRAZILIAN WORKSHOP ON SEMICONDUCTOR PHYSICS	PHYSCS PROC
"15TH NORDIC LASER MATERIALS PROCESSING CONFERENCE, NOLAMP 15"	PHYSCS PROC
17TH INTERNATIONAL CONFERENCE ON LUMINESCENCE AND OPTICAL SPECTROSCOPY OF CONDENSED MATTER ICL2014	PHYSCS PROC
18TH INTERNATIONAL VACUUM CONGRESS IVC-18	PHYSCS PROC
2008 INTERNATIONAL CONFERENCE ON LUMINESCENCE AND OPTICAL SPECTROSCOPY OF CONDENSED MATTER	PHYSCS PROC
2011 INTERNATIONAL CONFERENCE ON PHYSICS SCIENCE AND TECHNOLOGY ICPST	PHYSCS PROC
2012 INTERNATIONAL CONFERENCE ON MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING ICMPBE2012	PHYSCS PROC
"20TH INTERNATIONAL CONFERENCE ON MAGNETISM, ICM 2015"	PHYSCS PROC
23RD INTERNATIONAL CONFERENCE ON THE APPLICATION OF ACCELERATORS IN RESEARCH AND INDUSTRY - CAARI 2014	PHYSCS PROC
26TH INTERNATIONAL CONFERENCE ON NUCLEAR TRACKS IN SOLIDS ICNTS26	PHYSCS PROC
2ND INTERNATIONAL WORKSHOP ON THE PHYSICS OF FUNDAMENTAL SYMMETRIES AND INTERACTIONS PSI	PHYSCS PROC
"3RD INTERNATIONAL CONFERENCE FRONTIERS IN DIAGNOSTIC TECHNOLOGIES, ICFDT3 2013"	PHYSCS PROC
3RD INTERNATIONAL SYMPOSIUM ON SHAPE MEMORY MATERIALS FOR SMART SYSTEMS/E-MRS 2010 SPRING MEETING	PHYSCS PROC
43RD ANNUAL UIA SYMPOSIUM	PHYSCS PROC
"4TH INTERNATIONAL CONFERENCE OF PHOTONICS AND INFORMATION OPTICS, PHIO 2015"	PHYSCS PROC
7TH INTERNATIONAL TOPICAL MEETING ON NEUTRON RADIOGRAPHY ITMNR-7	PHYSCS PROC
9TH INTERNATIONAL CONFERENCE ON NANO-MOLECULAR ELECTRONICS	PHYSCS PROC
9TH INTERNATIONAL CONFERENCE ON POLARISED NEUTRONS IN CONDENSED MATTER INVESTIGATIONS	PHYSCS PROC
1997 FEDERAL BUDGET: RETROSPECT AND PROSPECT	POLICY FORUM SERIES
"2008 PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING & TECHNOLOGY, VOLS 1-5"	PORTL INT CONF MANAG
2013 PROCEEDINGS OF TECHNOLOGY MANAGEMENT IN THE IT-DRIVEN SERVICES PICMET'13	PORTL INT CONF MANAG
2014 PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING & TECHNOLOGY PICMET	PORTL INT CONF MANAG
2015 PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING AND TECHNOLOGY PICMET'15	PORTL INT CONF MANAG
"2014 5TH POWER ELECTRONICS, DRIVE SYSTEMS AND TECHNOLOGIES CONFERENCE PEDSTC"	POW ELECTR DRIV SYST
2013 8TH CHINAGRID ANNUAL CONFERENCE CHINAGRID	PR CHINAGRID
"11TH CONFERENCE ON ARTIFICIAL INTELLIGENCE FOR APPLICATIONS, PROCEEDINGS"	PR CONF ART INT APPL
"2000 IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN: VLSI IN COMPUTERS & PROCESSORS, PROCEEDINGS"	PR IEEE COMP DESIGN
"2001 INTERNATIONAL CONFERENCE ON COMPUTER DESIGN, ICCD 2001, PROCEEDINGS"	PR IEEE COMP DESIGN
"2005 IEEE International Conference on Computer Design: VLSI in Computers & Processors, Proceedings"	PR IEEE COMP DESIGN
"2007 IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN, VOLS, 1 AND 2"	PR IEEE COMP DESIGN
2008 IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN	PR IEEE COMP DESIGN
2009 IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN	PR IEEE COMP DESIGN
2010 IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN	PR IEEE COMP DESIGN
2012 IEEE 30TH INTERNATIONAL CONFERENCE ON COMPUTER DESIGN ICCD	PR IEEE COMP DESIGN
2014 32ND IEEE INTERNATIONAL CONFERENCE ON COMPUTER DESIGN ICCD	PR IEEE COMP DESIGN
"21ST INTERNATIONAL CONFERENCE ON COMPUTER DESIGN, PROCEEDINGS"	PR IEEE COMP DESIGN
2004 IEEE SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP	PR IEEE SEN ARRAY
"2006 IEEE SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP PROCEEDINGS, VOLS 1 AND 2"	PR IEEE SEN ARRAY
2008 IEEE SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP	PR IEEE SEN ARRAY
2012 IEEE 7TH SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP SAM	PR IEEE SEN ARRAY
2014 IEEE 8TH SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP SAM	PR IEEE SEN ARRAY
"10TH INTERNATIONAL SYMPOSIUM ON ASYNCHRONOUS CIRCUITS AND SYSTEMS,  PROCEEDINGS"	PR INT SYMP ADV RES
"11th IEEE International Symposium on Asynchronous Circuits and Systems, Proceedings"	PR INT SYMP ADV RES
"12th IEEE International Symposium on Asynchronous Circuits and Systems, Proceedings"	PR INT SYMP ADV RES
17TH IEEE INTERNATIONAL SYMPOSIUM ON ASYNCHRONOUS CIRCUITS AND SYSTEMS ASYNC 2011	PR INT SYMP ADV RES
2016 32ND SOUTHERN BIOMEDICAL ENGINEERING CONFERENCE SBEC	PR SOUTH BIOMED ENG
29TH SOUTHERN BIOMEDICAL ENGINEERING CONFERENCE SBEC 2013	PR SOUTH BIOMED ENG
14TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE ISSI	PRO INT CONF SCI INF
"24TH ANNUAL SYMPOSIUM OF THE SOCIETY OF FLIGHT TEST ENGINEERS, PROCEEDINGS"	PROC ANN SYMP SFTE
25TH ANNUAL SIMULATION SYMPOSIUM : PROCEEDINGS	PROC ANNU SIMUL SYMP
"26TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"27TH ANNUAL SIMULATION SYMP, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"30TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"31ST ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"32ND ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"34TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"35TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"36TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"37TH ANNUAL SIMULATION SYMPOSIUM, PROCEEDINGS"	PROC ANNU SIMUL SYMP
"38th Annual Simulation Symposium, Proceedings"	PROC ANNU SIMUL SYMP
"39th Annual Simulation Symposium, Proceedings"	PROC ANNU SIMUL SYMP
"40th Annual Simulation Symposium, Proceedings"	PROC ANNU SIMUL SYMP
"1997 BRIGHTON CROP PROTECTION CONFERENCE - WEEDS, CONFERENCE PROCEEDINGS VOLS 1-3"	PROC BRIGHTON CROP
12TH GLOBAL CONFERENCE ON SUSTAINABLE MANUFACTURING - EMERGING POTENTIALS	PROC CIRP
13TH CIRP CONFERENCE ON COMPUTER AIDED TOLERANCING	PROC CIRP
13TH GLOBAL CONFERENCE ON SUSTAINABLE MANUFACTURING - DECOUPLING GROWTH FROM RESOURCE USE	PROC CIRP
14TH CIRP CONFERENCE ON MODELING OF MACHINING OPERATIONS CIRP CMMO	PROC CIRP
15TH CIRP CONFERENCE ON MODELLING OF MACHINING OPERATIONS 15TH CMMO	PROC CIRP
18TH CIRP CONFERENCE ON ELECTRO PHYSICAL AND CHEMICAL MACHINING ISEM XVIII	PROC CIRP
1ST CIRP GLOBAL WEB CONFERENCE: INTERDISCIPLINARY RESEARCH IN PRODUCTION ENGINEERING CIRPE2012	PROC CIRP
21ST CIRP CONFERENCE ON LIFE CYCLE ENGINEERING	PROC CIRP
22ND CIRP CONFERENCE ON LIFE CYCLE ENGINEERING	PROC CIRP
2ND CIRP CONFERENCE ON SURFACE INTEGRITY CSI	PROC CIRP
2ND CIRP GLOBAL WEB CONFERENCE - BEYOND MODERN MANUFACTURING: TECHNOLOGY FOR THE FACTORIES OF THE FUTURE CIRPE2013	PROC CIRP
2ND CIRP ROBUST MANUFACTURING CONFERENCE ROMAC 2014	PROC CIRP
2ND ICRM 2014 INTERNATIONAL CONFERENCE ON RAMP-UP MANAGEMENT	PROC CIRP
2ND INTERNATIONAL THROUGH-LIFE ENGINEERING SERVICES CONFERENCE	PROC CIRP
3RD CIRP CONFERENCE ON PROCESS MACHINE INTERACTIONS	PROC CIRP
3RD CIRP GLOBAL WEB CONFERENCE - PRODUCTION ENGINEERING RESEARCH ADVANCEMENT BEYOND STATE OF THE ART CIRPE2014	PROC CIRP
45TH CIRP CONFERENCE ON MANUFACTURING SYSTEMS 2012	PROC CIRP
5TH CATS 2014 - CIRP CONFERENCE ON ASSEMBLY TECHNOLOGIES AND SYSTEMS	PROC CIRP
5TH CONFERENCE ON LEARNING FACTORIES	PROC CIRP
6TH CIRP CONFERENCE ON ASSEMBLY TECHNOLOGIES AND SYSTEMS CATS	PROC CIRP
6TH CIRP INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE CUTTING HPC2014	PROC CIRP
"7TH INDUSTRIAL PRODUCT-SERVICE SYSTEMS CONFERENCE - IPSS, INDUSTRY TRANSFORMATION FOR SUSTAINABILITY AND BUSINESS"	PROC CIRP
8TH INTERNATIONAL CONFERENCE ON DIGITAL ENTERPRISE TECHNOLOGY - DET 2014 DISRUPTIVE INNOVATION IN MANUFACTURING ENGINEERING TOWARDS THE 4TH INDUSTRIAL REVOLUTION	PROC CIRP
9TH CIRP CONFERENCE ON INTELLIGENT COMPUTATION IN MANUFACTURING ENGINEERING - CIRP ICME '14	PROC CIRP
9TH INTERNATIONAL CONFERENCE ON AXIOMATIC DESIGN ICAD 2015	PROC CIRP
2013 PROCEEDINGS OF THE 10TH CONFERENCE ON THE INDUSTRIAL AND COMMERCIAL USE OF ENERGY ICUE	PROC CONF IND COMMER
2013 14TH CONFERENCE OF OPEN INNOVATIONS ASSOCIATION FRUCT	PROC CONF OPEN INNOV
"1996 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS"	PROC CVPR IEEE
"1997 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS"	PROC CVPR IEEE
"1998 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, PROCEEDINGS"	PROC CVPR IEEE
"2001 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOL 1, PROCEEDINGS"	PROC CVPR IEEE
"2001 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOL 2, PROCEEDINGS"	PROC CVPR IEEE
"2003 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOL 1, PROCEEDINGS"	PROC CVPR IEEE
"2003 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOL II, PROCEEDINGS"	PROC CVPR IEEE
"2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, Vol 1, Proceedings"	PROC CVPR IEEE
"2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, Vol 2, Proceedings"	PROC CVPR IEEE
"2007 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOLS 1-8"	PROC CVPR IEEE
"2008 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION WORKSHOPS, VOLS 1-3"	PROC CVPR IEEE
"2008 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION, VOLS 1-12"	PROC CVPR IEEE
"2009 IEEE COMPUTER SOCIETY CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION WORKSHOPS CVPR WORKSHOPS 2009, VOLS 1 AND 2"	PROC CVPR IEEE
2010 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION CVPR	PROC CVPR IEEE
2011 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION CVPR	PROC CVPR IEEE
2012 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION CVPR	PROC CVPR IEEE
2013 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION CVPR	PROC CVPR IEEE
2014 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION CVPR	PROC CVPR IEEE
"16TH ANNUAL CONFERENCE ON FINANCE AND ACCOUNTING, ACFA PRAGUE 2015"	PROC ECON FINANC
17TH INTERNATIONAL CONFERENCE ENTERPRISE AND COMPETITIVE ENVIRONMENT 2014	PROC ECON FINANC
"1ST INTERNATIONAL CONFERENCE 'ECONOMIC SCIENTIFIC RESEARCH - THEORETICAL, EMPIRICAL AND PRACTICAL APPROACHES', ESPERA 2013"	PROC ECON FINANC
"21ST INTERNATIONAL ECONOMIC CONFERENCE OF SIBIU 2014, IECS 2014 PROSPECTS OF ECONOMIC RECOVERY IN A VOLATILE INTERNATIONAL CONTEXT: MAJOR OBSTACLES, INITIATIVES AND PROJECTS"	PROC ECON FINANC
"22ND INTERNATIONAL ECONOMIC CONFERENCE OF SIBIU 2015, IECS 2015 ECONOMIC PROSPECTS IN THE CONTEXT OF GROWING GLOBAL AND REGIONAL INTERDEPENDENCIES"	PROC ECON FINANC
2ND ANNUAL INTERNATIONAL CONFERENCE ON ACCOUNTING AND FINANCE AF 2012 AND QUALITATIVE AND QUANTITATIVE ECONOMICS RESEARCH QQE 2012	PROC ECON FINANC
"2ND GLOBAL CONFERENCE ON BUSINESS, ECONOMICS, MANAGEMENT AND TOURISM"	PROC ECON FINANC
"2ND INTERNATIONAL CONFERENCE ECONOMIC SCIENTIFIC RESEARCH - THEORETICAL, EMPIRICAL AND PRACTICAL APPROACHES, ESPERA 2014"	PROC ECON FINANC
"4TH INTERNATIONAL CONFERENCE ON BUILDING RESILIENCE, INCORPORATING THE 3RD ANNUAL CONFERENCE OF THE ANDROID DISASTER RESILIENCE NETWORK"	PROC ECON FINANC
"4TH WORLD CONFERENCE ON BUSINESS, ECONOMICS AND MANAGEMENT WCBEM-2015"	PROC ECON FINANC
"7TH INTERNATIONAL CONFERENCE ON FINANCIAL CRIMINOLOGY 2015, 7TH ICFC 2015"	PROC ECON FINANC
8TH NORDIC CONFERENCE ON CONSTRUCTION ECONOMICS AND ORGANIZATION	PROC ECON FINANC
"11TH ETHYLENE PRODUCERS CONFERENCE, PROCEEDINGS"	PROC ETHYL PRODUC C
"12TH ETHYLENE PRODUCERS' CONFERENCE, PROCEEDINGS"	PROC ETHYL PRODUC C
"13TH ETHYLENE PRODUCERS' CONFERENCE, PROCEEDINGS"	PROC ETHYL PRODUC C
"7TH ETHYLENE PRODUCERS' CONFERENCE, PROCEEDINGS"	PROC ETHYL PRODUC C
"9TH ETHYLENE PRODUCERS' CONFERENCE, PROCEEDINGS"	PROC ETHYL PRODUC C
2013 7TH EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION EUCAP	PROC EUR CONF ANTENN
2014 8TH EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION EUCAP	PROC EUR CONF ANTENN
2009 PROCEEDINGS OF ESSCIRC	PROC EUR SOLID-STATE
2013 PROCEEDINGS OF THE EUROPEAN SOLID-STATE DEVICE RESEARCH CONFERENCE ESSDERC	PROC EUR S-STATE DEV
2011 16TH IEEE EUROPEAN TEST SYMPOSIUM ETS	PROC EUR TEST SYMP
2012 17TH IEEE EUROPEAN TEST SYMPOSIUM ETS	PROC EUR TEST SYMP
2013 18TH IEEE EUROPEAN TEST SYMPOSIUM ETS 2013	PROC EUR TEST SYMP
2014 19TH IEEE EUROPEAN TEST SYMPOSIUM ETS 2014	PROC EUR TEST SYMP
11TH INTERNATIONAL CONGRESS ON ENGINEERING AND FOOD ICEF11	PROC FOOD SCI
36TH NATIONAL NUTRIENT DATABANK CONFERENCE	PROC FOOD SCI
38TH NATIONAL NUTRIENT DATABANK CONFERENCE	PROC FOOD SCI
58TH INTERNATIONAL MEAT INDUSTRY CONFERENCE MEATCON2015	PROC FOOD SCI
"2007 37TH ANNUAL FRONTIERS IN EDUCATION CONFERENCE, GLOBAL ENGINEERING : KNOWLEDGE WITHOUT BORDERS - OPPORTUNITIES WITHOUT PASSPORTS, VOLS 1- 4"	PROC FRONT EDUC CONF
2010 IEEE FRONTIERS IN EDUCATION CONFERENCE FIE	PROC FRONT EDUC CONF
2011 FRONTIERS IN EDUCATION CONFERENCE FIE	PROC FRONT EDUC CONF
2012 FRONTIERS IN EDUCATION CONFERENCE FIE	PROC FRONT EDUC CONF
2013 IEEE FRONTIERS IN EDUCATION CONFERENCE	PROC FRONT EDUC CONF
2014 IEEE FRONTIERS IN EDUCATION CONFERENCE FIE	PROC FRONT EDUC CONF
"28TH ANNUAL FRONTIERS IN EDUCATION CONFERENCE - CONFERENCE PROCEEDINGS, VOLS 1-3"	PROC FRONT EDUC CONF
"36th Annual Frontiers in Education, Conference Program, Vols 1-4"	PROC FRONT EDUC CONF
2013 IEEE COOL CHIPS XVI COOL CHIPS	PROC IEEE COOL CHIPS
2014 IEEE COOL CHIPS XVII	PROC IEEE COOL CHIPS
2007 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE	PROC IEEE INT CONF S
2008 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE	PROC IEEE INT CONF S
"2009 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE, CONFERENCE PROCEEDINGS"	PROC IEEE INT CONF S
2010 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE	PROC IEEE INT CONF S
2013 29TH IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE ICSM	PROC IEEE INT CONF S
2014 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE AND EVOLUTION ICSME	PROC IEEE INT CONF S
"20TH IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE, PROCEEDINGS"	PROC IEEE INT CONF S
2014 IEEE 23RD INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS ISIE	PROC IEEE INT SYMP
2015 IEEE 24TH INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS ISIE	PROC IEEE INT SYMP
"14TH IEEE INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS, TECHNICAL DIGEST"	PROC IEEE MICR ELECT
2011 IEEE 24TH INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS MEMS	PROC IEEE MICR ELECT
2012 IEEE 25TH INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS MEMS	PROC IEEE MICR ELECT
2015 28TH IEEE INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS MEMS 2015	PROC IEEE MICR ELECT
2016 IEEE 29TH INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS MEMS	PROC IEEE MICR ELECT
26TH IEEE INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS MEMS 2013	PROC IEEE MICR ELECT
"10TH ANNUAL IEEE SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES, PROCEEDINGS"	PROC INT C TOOLS ART
"12TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, PROCEEDINGS"	PROC INT C TOOLS ART
"14TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, PROCEEDINGS"	PROC INT C TOOLS ART
"15TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, PROCEEDINGS"	PROC INT C TOOLS ART
"19TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, VOL I, PROCEEDINGS"	PROC INT C TOOLS ART
"19TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, VOL II, PROCEEDINGS"	PROC INT C TOOLS ART
"2000 IEEE SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES, PROCEEDINGS"	PROC INT C TOOLS ART
2011 23RD IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2011	PROC INT C TOOLS ART
"2012 IEEE 24TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2012, VOL 1"	PROC INT C TOOLS ART
"2012 IEEE 24TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2012, VOL 2"	PROC INT C TOOLS ART
2013 IEEE 25TH INTERNATIONAL CONFERENCE ON  TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI	PROC INT C TOOLS ART
2014 IEEE 26TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI	PROC INT C TOOLS ART
2015 IEEE 27TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2015	PROC INT C TOOLS ART
"20TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, VOL 1, PROCEEDINGS"	PROC INT C TOOLS ART
"20TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, VOL 2, PROCEEDINGS"	PROC INT C TOOLS ART
"22ND INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2010, PROCEEDINGS, VOL 1"	PROC INT C TOOLS ART
"22ND INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE ICTAI 2010, PROCEEDINGS, VOL 2"	PROC INT C TOOLS ART
2012 INTERNATIONAL CONFERENCE ON ADVANCED TECHNOLOGIES FOR COMMUNICATIONS ATC 2012	PROC INT CONF ADV
2013 INTERNATIONAL CONFERENCE ON ADVANCED TECHNOLOGIES FOR COMMUNICATIONS ATC	PROC INT CONF ADV
"2008 2ND INTERNATIONAL CONFERENCE ON ANTI-COUNTERFEITING, SECURITY AND IDENTIFICATION"	PROC INT CONF ANTI
"2012 INTERNATIONAL CONFERENCE ON ANTI-COUNTERFEITING, SECURITY AND IDENTIFICATION ASID"	PROC INT CONF ANTI
"2013 IEEE INTERNATIONAL CONFERENCE ON ANTI-COUNTERFEITING, SECURITY AND IDENTIFICATION ASID"	PROC INT CONF ANTI
13TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING - PROCEEDINGS	PROC INT CONF DATA
"14TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS"	PROC INT CONF DATA
"15TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS"	PROC INT CONF DATA
"17TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS"	PROC INT CONF DATA
"18TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS"	PROC INT CONF DATA
"19TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, PROCEEDINGS"	PROC INT CONF DATA
"2007 IEEE 23RD INTERNATIONAL CONFERENCE ON DATA ENGINEERING, VOLS 1-3"	PROC INT CONF DATA
"2008 IEEE 24TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING, VOLS 1-3"	PROC INT CONF DATA
2012 IEEE 28TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING ICDE	PROC INT CONF DATA
2013 IEEE 29TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING ICDE	PROC INT CONF DATA
2014 IEEE 30TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING ICDE	PROC INT CONF DATA
2015 IEEE 31ST INTERNATIONAL CONFERENCE ON DATA ENGINEERING ICDE	PROC INT CONF DATA
